STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,tra_infr,Transport infrastructure,tra_meas,Traffic and transport measurement,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2014,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2015,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2016,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2017,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2018,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2019,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2020,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2021,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2022,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BA,Bosnia and Herzegovina,2023,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2008,,286,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2009,,286,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2010,,286,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2011,,279,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2012,,279,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2013,,272,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2014,,262,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2015,,252,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2016,,252,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2017,,252,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2018,,252,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2019,,252,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2020,,258,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2021,,253,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2022,,249,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,BG,Bulgaria,2023,,249,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2008,,110,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2009,,114,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2010,,110,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2011,,110,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2012,,114,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2013,,110,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2014,,110,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2015,,114,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2016,,110,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2017,,110,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2018,,114,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2019,,110,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2020,,110,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2021,,114,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2022,,114,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CH,Switzerland,2023,,114,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2008,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2009,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2010,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2011,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2012,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2013,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2014,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2015,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2016,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2017,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2018,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2019,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2020,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2021,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2022,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,CZ,Czechia,2023,,0,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2010,,389,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2011,,389,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2012,,389,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2013,,391.380,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2014,,392.786,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2015,,397.217,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2016,,398.481,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2017,,413.322,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2018,,413.111,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2019,,422.184,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2020,,402.281,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2021,,400.911,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2022,,369.554,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DE,Germany,2023,,370,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2008,,72,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2009,,72,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2010,,72,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2011,,72,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2012,,72,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2013,,72,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2014,,72,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2015,,30,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2016,,30,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2017,,30,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2018,,30,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2019,,30,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2020,,4,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2021,,4,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2022,,4,,,,,
dataflow,ESTAT:RAIL_IF_LINE_NA(1.0),Length of electric and non-electric railway lines by nature of transport,A,Annual,KM,Kilometre,TOTAL,Total,FR_ONL,Freight only,DK,Denmark,2023,,4,,,,,
